beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,0.37,0.41,0.81,0.67,0.8,0.8,0.71,0.77,0.95,1.06,1.05,1.13,1.33,1.55,1.69,1.66,1.6,1.65,1.89,2.37,2.75,3.0,3.05,3.23,3.15,3.39,3.75,4.1,4.18,4.2,4.19,4.48,4.32,4.47,4.33,5.07,4.92,4.83,5.02,4.40348,4.27876,4.21265,4.2865,4.16212,4.12599,4.14354,4.19085,4.15923,4.09415,4.02,4.05,4.04,4.04,4.01,3.99,3.98,3.96,3.9,3.99,16520441.0,16989464.0,17503133.0,18042215.0,18603097.0,19187194.0,19789771.0,20410677.0,21050540.0,21704214.0,22368306.0,23031441.0,23698507.0,24382513.0,25077016.0,25777964.0,26480300.0,27199838.0,27943445.0,28697014.0,29463549.0,30232561.0,31022417.0,31865176.0,32768207.0,33752964.0,34877834.0,36119333.0,37393853.0,38668684.0,39877570.0,40910959.0,41760755.0,42525440.0,43267982.0,43986084.0,44661603.0,45285048.0,45852166.0,46364681.0,46813266.0,47229714.0,47661514.0,48104048.0,48556071.0,49017147.0,49491756.0,49996094.0,50565812.0,51170779.0,51784921.0,52443325.0,53145033.0,53873616.0,54729551.0,55876504.0,56422274.0,56641209.0,57339635.0,58087055.0,58801927.0,59392255.0,59893885.0,60414495.0,,-0.090513222,-0.164812818,-0.102774017,-0.161278874,-0.209888116,-0.162118018,-0.170939147,-0.085031547,-0.125209555,-0.135523975,-0.078887247,-0.137357384,-0.059033662,,0.648762882,0.68998754,0.748846471,0.739409983,0.738905966,0.835448027,0.590144992,0.714169025,0.794030964,0.862449408,0.774136424,0.787427902,0.752731323,,0.802439928,0.735379696,0.772835195,0.727468669,0.793740094,0.763071239,0.761366546,0.772517681,0.797623813,0.780759215,0.785723627,0.784800708,0.812166572,,0.349905014,0.397299886,0.312690705,0.22860159,0.286321342,0.307435095,0.278383315,0.277204454,0.247864604,0.220615461,0.2543208,0.184953198,,,5.083986759,5.204454422,5.346306801,5.218430996,4.652428627,4.930511475,5.133887768,3.660727262,4.828456402,4.887325764,4.769739628,4.513655186,4.8839221,,9.329185486,9.370872498,9.391816139,9.365294456,9.383268356,9.402507782,9.410440445,9.42057991,9.424621582,9.423648834,9.416272163,9.416937828,9.411724091,,0.913030207,0.788307607,0.809542179,0.87735945,0.917056024,0.857703149,0.906595111,0.839424491,0.881152213,0.898096263,0.875389755,0.870313287,0.841343999
,,1.05,1.27,1.49,1.61,1.82,2.1,2.28,2.22,2.67,2.48,2.5,2.95,3.06,3.25,3.3,3.23,3.58,3.68,3.64,3.73,3.81,3.88,3.87,3.97,3.99,4.26,4.34,4.45,4.46,4.39,4.32,4.0,3.99,3.99,3.93,3.95,3.94,4.06,3.7783,3.89384,3.81505,4.09623,4.08268,4.98,5.15,5.09,4.92,4.98,4.09,4.11,4.12,4.13,4.31,4.17,4.31,4.5,4.57,4.67,30455000.0,30739250.0,31023366.0,31296651.0,31609195.0,31954292.0,32283194.0,32682947.0,33113134.0,33441054.0,33814531.0,34224490.0,34604469.0,34988947.0,35373335.0,35757900.0,36137812.0,36511638.0,36864898.0,37191330.0,37491165.0,37758631.0,37986012.0,38171525.0,38330364.0,38469512.0,38584624.0,38684815.0,38766939.0,38827764.0,38867322.0,38966376.0,39157685.0,39361262.0,39549108.0,39724050.0,39889852.0,40057389.0,40223509.0,40386875.0,40567864.0,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47134837.0,47365655.0,47415794.0,47778340.0,48373336.0,,,-0.097476438,-0.15376845,-0.131539837,-0.142079473,-0.12566027,-0.063267097,-0.105050765,-0.031811371,-0.075814046,-0.051830858,-0.036033396,-0.079350598,0.916164696,,0.78208214,0.83378607,0.748514712,0.796495557,0.818650901,0.754586101,0.759356439,0.738472342,0.73200047,0.768173754,0.755560756,0.7222507,0.775784314,,0.763125002,0.772095263,0.752164721,0.724312365,0.737269402,0.749276638,0.696295857,0.716265917,0.732269406,0.652816117,0.625055611,0.659188032,0.663308978,,0.423869252,0.402238131,0.351598382,0.402249694,0.553485274,0.517331183,0.500444174,0.6184237,0.648124874,0.727092505,0.648078322,,7.152785778,,6.994614601,7.294472694,6.198601246,6.188262463,6.518249035,6.290690422,6.150027275,6.456477642,6.380663395,6.318612099,6.230173111,6.513370991,10.40128803,,10.44376469,10.43892574,10.39367676,10.38921356,10.37562275,10.34525871,10.33133125,10.34802628,10.38254833,10.41392422,10.4420948,10.46559429,0.961042881,,0.956858516,0.9482705,0.92945385,0.949940383,0.944443703,0.937023342,0.928640485,0.947864413,0.95647186,0.941736817,0.903158188,0.910314679
,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.09,0.1,0.1,0.15,0.15,0.17,0.3,0.2,0.2,0.2,0.2,0.3,0.28,0.4,0.4,0.37,0.36,0.21,0.22,0.22,0.22,9783871.0,10022888.0,10267067.0,10517531.0,10774086.0,11035224.0,11299721.0,11571008.0,11846815.0,12119207.0,12388769.0,12654651.0,12914457.0,13169737.0,13418276.0,13662873.0,13910170.0,14159052.0,14414816.0,14680387.0,14943645.0,15198918.0,15438753.0,15658442.0,15872577.0,16092338.0,16317995.0,16547139.0,16773736.0,16990575.0,17204094.0,17416596.0,17624457.0,17825611.0,18011744.0,18177572.0,18322506.0,18449123.0,18560798.0,18670411.0,18776371.0,18920275.0,19110707.0,19303180.0,19490431.0,19673866.0,19870706.0,20078655.0,20285643.0,20482477.0,20668557.0,20859743.0,21017147.0,21131756.0,21239457.0,21336697.0,21425494.0,21506813.0,21670000.0,21803000.0,21919000.0,22156000.0,22181000.0,22037000.0,,0.058066379,0.105316393,0.157870978,0.301207364,0.253425211,0.139442563,0.155217215,0.262766182,0.293445289,0.313437104,,0.088255383,0.086762413,,0.723847628,0.735852897,0.833835602,0.798871219,0.738208532,0.82263726,0.800397217,0.834020317,0.867936432,0.902074754,,0.827077389,0.852628171,,0.756676018,0.708772302,0.789876878,0.769714057,0.822604775,0.824980974,0.863880336,0.860364735,0.842814744,0.848232925,,0.794951618,0.831292987,,-0.865980744,-1.091755748,-1.130865932,-0.911264539,-0.724087954,-0.634912193,-0.646179259,-0.603535533,-0.498832524,-0.102882251,,-0.061903223,,,4.344610691,4.414805412,4.430846214,4.212026596,3.976905107,4.180569172,4.224593163,4.364694118,4.267932892,4.611606598,,4.330945492,4.400223255,,8.84235096,8.900984764,8.951989174,8.980307579,9.051294327,9.126236916,9.208340645,9.233931541,9.273351669,9.312870979,,9.364697456,9.400387764,,0.863598704,0.838327467,0.815702736,0.829611897,0.814367235,0.841938436,0.824357271,0.809175253,0.804798007,0.862500072,,0.822770596,0.828065395
,1.27,1.66,1.44,1.51,1.19,1.15,1.23,1.45,1.53,1.49,1.51,1.49,1.51,1.57,1.46,2.23,1.43,1.61,1.43,1.39,1.41,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,8326462.0,8577490.0,8841338.0,9115091.0,9406702.0,9712785.0,10014505.0,10320500.0,10638899.0,10966145.0,11305206.0,11668921.0,12057260.0,12469591.0,12950962.0,13497543.0,14066007.0,14667218.0,15305806.0,15973034.0,16673586.0,17404336.0,18128631.0,18733995.0,19165837.0,19517196.0,19887452.0,20230532.0,20453819.0,20718709.0,21090886.0,21453711.0,21780059.0,22163251.0,22703631.0,23290602.0,23862258.0,24454372.0,25029144.0,25634162.0,26298773.0,26947253.0,27570318.0,28188977.0,28831550.0,29540577.0,30332968.0,31191163.0,32065241.0,32948155.0,33739933.0,34419624.0,35159792.0,35990704.0,37003245.0,38171178.0,39377169.0,40679828.0,41999059.0,43232093.0,44440486.0,45657202.0,46874204.0,48109006.0,,,,,0.069224477,-0.050341252,-0.031018661,-0.064877599,,-0.072780952,,,,,,,,,0.70997864,0.648155332,0.582538784,0.411947906,,0.3900958,,,,,,,,,0.733571649,0.668583095,0.585826457,0.576177895,,0.540845037,,,,,,,,,-2.16738534,-2.195433855,-2.147116184,-2.017451763,,-2.049856186,,,,,,,,,4.454917431,4.435159683,4.314456463,4.550499439,,4.138672829,,,,,,,,,8.113195419,8.121508598,8.197445869,8.318027496,,8.340058327,,,,,,,,,0.911406994,0.854824424,0.817785621,0.812500715,,0.81061554,,,,
,1.22,1.33,1.37,1.36,1.49,1.62,1.72,1.86,2.22,2.43,2.22,2.39,2.36,2.12,2.12,2.44,2.87,2.83,2.95,2.85,3.14,3.09,3.04,2.95,2.75,2.14,2.27,1.84,2.1,2.44,2.58,2.73,2.35,3.0,3.07,2.58,3.26,3.22,2.86,1.69005,1.7416,1.69978,1.67375,1.66289,1.55048,1.6604,1.72958,1.9171,1.99631,2.04,2.04,2.07,2.11,2.15,2.06,3.27,3.33,3.4,3.4,268396.0,277969.0,288291.0,299332.0,310288.0,321069.0,332142.0,343620.0,355468.0,367618.0,379918.0,392026.0,397529.0,396331.0,394519.0,392137.0,389231.0,385810.0,381885.0,377362.0,375112.0,375859.0,377288.0,379409.0,382617.0,387171.0,392372.0,396867.0,402139.0,408360.0,412756.0,415981.0,419521.0,422375.0,426548.0,434490.0,443834.0,452887.0,461749.0,470458.0,478998.0,487394.0,495666.0,503780.0,510572.0,516220.0,522023.0,527946.0,533938.0,539987.0,546080.0,552146.0,558111.0,563947.0,569682.0,575475.0,581453.0,587559.0,593715.0,600301.0,607065.0,612985.0,618040.0,623236.0,,,,,,,,-0.076574653,,,,,,,,,,,,,,0.885488451,,,,,,,,,,,,,,0.764222682,,,,,,,,,,,,,,0.210094452,,,,,,,,,,,,,,6.269286633,,,,,,,,,,,,,,9.624583244,,,,,,,,,,,,,,0.797262073,,,,,,
,2.35,2.3,2.48,2.49,2.56,2.74,2.87,3.26,3.68,3.63,3.63,3.63,3.57,3.68,3.8,3.72,3.37,3.06,3.01,2.94,2.78,2.87,2.75,2.72,2.85,3.04,3.13,3.39,3.55,3.66,3.74,3.83,3.93,4.15,3.98,3.65,3.8,3.53,3.65,2.7,2.61,2.75,2.77,2.6,2.61,2.72,2.73,2.7,2.74,2.74,2.67,2.63,2.65,2.64,2.62,2.65,2.57,2.69,2.6,7484656.0,7519998.0,7561588.0,7604328.0,7661354.0,7733853.0,7807797.0,7867931.0,7912273.0,7968072.0,8042801.0,8098334.0,8122300.0,8136312.0,8159955.0,8192437.0,8222286.0,8251540.0,8275599.0,8293678.0,8310531.0,8320503.0,8325263.0,8329033.0,8336605.0,8350386.0,8369829.0,8397804.0,8436489.0,8492964.0,8558835.0,8617375.0,8668067.0,8718561.0,8780745.0,8826939.0,8840998.0,8846062.0,8850974.0,8857874.0,8872109.0,8895960.0,8924958.0,8958229.0,8993531.0,9029572.0,9080505.0,9148092.0,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,10278887.0,10353442.0,10415811.0,10486941.0,10536632.0,,,0.139373079,0.118378893,0.214484662,0.13516292,0.15554896,0.125826225,0.152734622,0.195556939,0.204892784,0.138581902,0.163362831,0.069573253,0.964395404,,0.90996182,0.911609292,0.864004612,0.904699981,0.941115439,0.944382191,0.935910523,0.945273399,0.935072064,0.918036401,0.934582114,0.941724658,0.839870155,,0.796209335,0.804466605,0.819678426,0.833033264,0.814561486,0.855099976,0.829284012,0.835672259,0.817941964,0.815695107,0.81354779,0.822675705,1.442749977,,1.39065659,1.325071335,1.315753698,1.318448305,1.421821833,1.430477619,1.392944098,1.338251948,1.256156087,1.290886164,1.276802063,,7.376315594,,7.241362572,7.51599741,7.265977383,7.496018887,7.382232189,7.560147762,7.434010506,7.239147663,7.28892231,7.368744373,7.286804676,7.374792099,10.62685585,,10.69311428,10.67973709,10.61797905,10.66761875,10.68636227,10.67609787,10.6799593,10.69574738,10.72939968,10.74867249,10.75682354,10.76693249,0.951469898,,0.916559398,0.923092127,0.902532995,0.97024262,0.920521259,0.929397464,0.915648043,0.932719827,0.929459989,0.912060678,0.914016783,0.93067956
,,,,,,5.09,5.15,4.94,5.03,5.15,5.08,4.8,4.92,4.88,4.63,4.56,4.35,4.3,4.28,4.3,4.34,4.42,4.3,4.17,4.19,4.19,4.17,4.13,4.17,4.09,4.1,3.99,3.99,3.77,3.65,3.53,3.41,3.53,3.4,3.39186,3.38367,3.25439,3.36552,3.23553,3.10588,3.21483,3.32319,3.31309,3.30396,3.18,3.17,3.17,3.17,3.17,3.17,3.05,3.05,3.17,3.17,5327827.0,5434294.0,5573815.0,5694247.0,5789228.0,5856472.0,5918002.0,5991785.0,6067714.0,6136387.0,6180877.0,6213399.0,6260956.0,6307347.0,6341405.0,6338632.0,6302504.0,6281174.0,6281738.0,6294365.0,6319408.0,6354074.0,6391309.0,6418773.0,6441865.0,6470365.0,6504124.0,6545106.0,6593386.0,6646912.0,6715519.0,6799978.0,6875364.0,6938265.0,6993795.0,7040687.0,7071850.0,7088906.0,7110001.0,7143991.0,7184250.0,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,8089346.0,8188649.0,8282396.0,8373338.0,8451840.0,8514329.0,8575280.0,8638167.0,8704546.0,8775760.0,8849852.0,,0.285015017,,,0.119585402,,,0.13308765,,0.054532632,0.103407413,0.083161391,0.17511341,0.096368961,,0.91895771,,,0.891277194,,,0.945428014,,0.949401438,0.927802444,0.933947086,0.924996912,0.926414549,,0.821402431,,,0.814037323,,,0.859107256,,0.822913229,0.808529079,0.779470801,0.773997068,0.792225957,,1.393665195,,,1.430432558,,,1.529229045,,1.481070995,1.44887805,1.419003606,1.382011414,,,7.473252773,,,7.524520874,,,7.776208878,,7.492803574,7.572136879,7.458519936,7.473593235,7.508586884,,10.90654278,,,10.91154766,,,10.93577576,,10.95462418,10.95543003,10.95817471,10.95797634,10.97594547,,0.951352119,,,0.938339293,,,0.94686389,,0.958796322,0.93833375,0.927628279,0.949661374,0.930290997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.15,0.12,0.11,0.02,0.03,0.03,0.01,0.14414,0.13975,0.1389,0.13516,0.13407,0.14501,0.16423,0.18928,0.3025,0.2419,0.29,0.37,0.37,0.4,0.36,0.36,0.35,0.39,0.38,0.38,2131992.0,2208026.0,2287181.0,2368868.0,2452671.0,2538295.0,2625653.0,2714959.0,2806566.0,2899854.0,2993019.0,3085961.0,3180461.0,3277487.0,3377758.0,3482125.0,3590606.0,3703010.0,3818114.0,3932682.0,4045965.0,4160745.0,4278908.0,4401502.0,4529501.0,4660598.0,4798281.0,4946293.0,5100020.0,5264332.0,5417860.0,5556306.0,5656208.0,5717806.0,5803993.0,5916173.0,6035600.0,6117069.0,6156805.0,6189565.0,6272998.0,6408810.0,6541755.0,6672492.0,6801204.0,6929145.0,7057417.0,7188391.0,7324627.0,7468596.0,7621779.0,7784819.0,7956382.0,8136610.0,8326348.0,8524063.0,8725318.0,8925525.0,9128132.0,9337003.0,9543207.0,9750064.0,9952787.0,10143543.0,,-0.088905118,-9.59205e-05,0.01701542,0.00015534,0.06122018,-0.119612902,-0.073647104,0.062291857,0.00021348,0.020470768,0.007712937,0.122264013,,,0.701759934,0.818355024,0.815954745,0.743786514,0.78449589,0.776179969,0.749034524,0.693119764,0.852732241,0.84654212,0.703026891,0.832002461,,,0.565764248,0.694193006,0.605863094,0.605243862,0.64268297,0.697810173,0.714460313,0.676518679,0.656046808,0.68892175,0.644484639,0.602667689,,,-1.369266272,-1.021544337,-1.092873931,-1.179047585,-1.23280859,-1.202040911,-1.33163166,-1.343250394,-1.094413161,-1.225821495,-1.234725356,-1.195175648,,,4.613099098,4.431608677,5.063986778,4.575174809,4.380636215,4.262671471,4.496571541,4.966521263,4.896157742,5.124210835,5.103721142,5.829234123,,,7.488914967,7.542566299,7.596840858,7.61207056,7.652706623,7.701540947,7.751204014,7.799993992,7.842475414,7.878757477,7.923922062,7.971400738,,,0.723840773,0.726655126,0.700900733,0.67565304,0.759163022,0.750738382,0.728590906,0.700642824,0.809826255,0.843932509,0.856656969,0.662693322,
,0.13,0.13,0.14,0.15,0.13,0.16,0.16,0.22,0.22,0.24,0.33,0.39,0.37,0.36,0.34,0.36,0.38,0.42,0.39,0.29,0.28,0.27,0.27,0.28,0.31,0.25,0.22,0.19,0.19,0.17,0.21,0.24,0.37,0.37,0.36,0.43,0.47,0.52,0.52,0.51382,0.49001,0.4589,0.49487,0.50955,0.56163,0.64111,0.7672,0.75573,0.68238,0.6,0.63,0.72,0.74,0.72,0.72,0.77,0.76,0.74,0.74,10042458.0,10337891.0,10644622.0,10960161.0,11289556.0,11630603.0,11981932.0,12346286.0,12739965.0,13167782.0,13618192.0,14092218.0,14595699.0,15123504.0,15671316.0,16243826.0,16838919.0,17454627.0,18080005.0,18698636.0,19297659.0,19890930.0,20499922.0,21170717.0,21857176.0,22569625.0,23324270.0,24099415.0,24844147.0,25522898.0,26206012.0,26890906.0,27580723.0,28469017.0,29598323.0,30560071.0,31140733.0,31785846.0,32626498.0,33499772.0,34463704.0,35414469.0,36353531.0,37333918.0,38360879.0,39439505.0,40562052.0,41716497.0,42870884.0,43957933.0,45110527.0,46416031.0,47786137.0,49253643.0,50814552.0,52542823.0,54401802.0,56267032.0,58090443.0,59872579.0,61704518.0,63588334.0,65497748.0,67438106.0,,-0.035052106,-0.021744607,0.247163549,0.299769819,0.130442813,-0.054819591,0.204235181,0.045033731,0.100871168,0.138522491,0.168489903,0.104961358,0.14175652,,0.786858559,0.715832293,0.562211752,0.606549144,0.597121656,0.73603034,0.577453315,0.654182136,0.654125094,0.758684695,0.77548492,0.800495505,0.807142138,,0.748167038,0.755213737,0.744346201,0.778499901,0.71656698,0.764550865,0.678828418,0.73796773,0.730892956,0.619376838,0.693552375,0.714645505,0.762089312,,-0.278022528,-0.264056742,-0.197124302,-0.035579409,-0.058209799,-0.082808711,-0.062279701,-0.182953715,-0.394690096,-0.322906375,-0.335550964,-0.435422927,,,3.922484159,4.317949772,4.384741783,3.407507896,3.229129076,4.073562145,4.006897449,3.852394819,3.483278513,3.660597324,2.90273428,3.347121239,3.445023298,,7.521644115,7.571725368,7.594338417,7.615106106,7.645198345,7.689888954,7.708782673,7.747787952,7.784098148,7.820422173,7.856935024,7.894804001,7.928911209,,0.782916188,0.707851589,0.77436012,0.836828411,0.812531769,0.882530153,0.832056403,0.803418577,0.789081037,0.79026258,0.63775593,0.705010295,0.6753304
,0.02,0.03,0.03,0.04,0.04,0.09,0.08,0.09,0.09,0.08,0.07,0.07,0.09,0.09,0.12,0.14,0.18,0.19,0.26,0.2,0.16,0.18,0.21,0.23,0.14,0.12,0.13,0.17,0.21,0.33,0.35,0.39,0.5,0.59,0.71,0.81,0.96,1.04,1.03,1.11413,1.20367,1.28234,1.57377,1.59242,1.67843,1.94551,1.97286,2.24392,2.00584,1.89,1.96,2.11,2.22,2.1,2.16,2.32,2.29,1.79,1.85,26596584.0,27399963.0,28242174.0,29114124.0,30013573.0,30940270.0,31883754.0,32839341.0,33807357.0,34787583.0,35791728.0,36807997.0,37834384.0,38873060.0,39900961.0,40908471.0,41882128.0,42843802.0,43806715.0,44760091.0,45737753.0,46727292.0,47700340.0,48670565.0,49636724.0,50594940.0,51542094.0,52479181.0,53410965.0,54324004.0,55228410.0,56099865.0,56939020.0,57776082.0,58610010.0,59424834.0,60211096.0,60989108.0,61745217.0,62442651.0,63066603.0,63649892.0,64222580.0,64776956.0,65311166.0,65821360.0,66319525.0,66826754.0,67328239.0,67813654.0,68270489.0,68712846.0,69157023.0,69578602.0,69960943.0,70294397.0,70607037.0,70898202.0,71127802.0,71307763.0,71475664.0,71601103.0,71697030.0,71801279.0,,0.325197995,0.384539545,0.419040561,0.518503428,0.529371142,0.393531293,0.373026192,0.449315608,0.545570731,0.308959126,0.348688185,0.20539546,0.251650214,,0.863195002,0.870159268,0.867833734,0.868223727,0.859636426,0.92688185,0.846932828,0.781081975,0.899846315,0.884916544,0.924145699,0.922896802,0.90482825,,0.813509405,0.831809878,0.819037616,0.897640765,0.901267946,0.934373677,0.854543984,0.845980763,0.811369598,0.91049695,0.834758341,0.81632179,0.843489408,,-0.934800386,-0.83697021,-0.90055126,-0.940335035,-0.969305158,-0.769357681,-0.768885911,-0.87080425,-0.890584469,-0.981742799,-1.006826162,-0.902155161,,,5.88543272,5.783891201,5.636471272,5.475645065,6.216702938,6.663609028,6.300235271,6.231024742,6.985463619,6.201762676,6.07363987,5.938895226,6.011561871,,9.394716263,9.442013741,9.453847885,9.441878319,9.509449005,9.513044357,9.578331947,9.600452423,9.606240273,9.632480621,9.661786079,9.69754982,9.734828949,,0.894326627,0.888634205,0.831711292,0.89324528,0.897651255,0.884350836,0.906098127,0.926377833,0.933167398,0.866324544,0.907543659,0.877268732,0.873052418
,2.15,2.08,1.89,2.74,2.55,2.91,3.3,2.78,2.3,2.37,2.45,2.75,3.21,3.12,2.44,2.53,2.89,1.69,1.66,1.91,2.15,1.52,1.91,1.76,2.07,2.21,2.23,2.01,1.72,0.67,0.6,0.54,0.38,0.35,0.57,0.47,0.45,0.52,0.48,0.4425,0.41865,0.4297,0.45629,0.45749,0.47057,0.49405,0.57962,0.65159,0.6628,0.62,0.49,0.52,0.58,0.61,0.7,0.66,0.74,0.78,0.78,1651367.0,1678788.0,1706841.0,1736697.0,1772652.0,1820396.0,1882458.0,1957164.0,2038765.0,2120486.0,2197383.0,2267211.0,2330704.0,2390909.0,2450335.0,2509713.0,2569671.0,2630626.0,2693400.0,2761240.0,2838110.0,2925865.0,3023343.0,3126635.0,3232244.0,3336508.0,3439370.0,3544927.0,3653420.0,3763657.0,3875947.0,3990215.0,4106219.0,4078392.0,4092612.0,4279566.0,4445883.0,4592550.0,4728297.0,4867941.0,5008035.0,5145426.0,5281538.0,5421001.0,5565218.0,5711597.0,5874240.0,6047537.0,6222482.0,6398624.0,6571855.0,6748672.0,6926635.0,7106229.0,7288383.0,7473229.0,7661354.0,7852795.0,8046679.0,8243094.0,8442580.0,8644829.0,8848699.0,9053799.0,,-0.011040618,,-0.060292464,,,-0.071791746,,,-0.084214963,-0.068024069,-0.006249894,-0.042401545,-0.007062926,,0.628228486,,0.286814392,,,0.584088326,,,0.663193226,0.771577239,0.730286777,0.716694415,0.611966252,,0.614520431,,0.362497687,,,0.480280578,,,0.582749844,0.598804951,0.604244173,0.614188969,0.608448625,,-0.862057805,,-0.578870595,,,-0.533159971,,,-0.466807723,-0.464938194,-0.357469857,-0.68079555,,,3.202429295,,2.807855129,,,2.936220884,,,2.83895874,3.768301964,3.878578424,4.360805035,4.022894859,,7.086520672,,7.077161789,,,7.117882252,,,7.181850433,7.208640099,7.235976696,7.26529932,7.287405491,,0.435413569,,0.291333675,,,0.302955091,,,0.444339007,0.478593409,0.509440958,0.507805228,0.596353889
,0.96,0.9,0.92,0.88,0.99,0.92,0.89,0.88,1.25,1.47,1.62,1.63,1.75,1.45,1.61,1.88,1.98,1.55,1.81,2.05,1.95,1.83,1.92,1.93,1.94,2.0,2.03,1.79,2.27,1.99,2.75,2.56,1.88,1.51,0.76,0.94,1.55,1.61,1.75,2.12463,2.05387,2.53042,2.575,2.66805,2.74177,2.8296,2.80573,2.7959,2.83355,2.9,2.88,2.87,2.86,2.81,2.83,2.89,2.92,2.92,2.92,847063.0,865028.0,881519.0,897658.0,913399.0,928462.0,942599.0,955681.0,967699.0,978642.0,988890.0,1000130.0,1013031.0,1026563.0,1040291.0,1054017.0,1067696.0,1081693.0,1096569.0,1112310.0,1127852.0,1142695.0,1157140.0,1171273.0,1184747.0,1199785.0,1216370.0,1231442.0,1244633.0,1256210.0,1266518.0,1276224.0,1285502.0,1293974.0,1301393.0,1307822.0,1313434.0,1318171.0,1322572.0,1327063.0,1332203.0,1338567.0,1345964.0,1353548.0,1361172.0,1369075.0,1376919.0,1384861.0,1392803.0,1401191.0,1410296.0,1420020.0,1430377.0,1440729.0,1450661.0,1460177.0,1469330.0,1478607.0,1504709.0,1519955.0,1518147.0,1525663.0,1531044.0,1534937.0,,0.122081533,,0.067065604,,,0.057959624,,0.108773232,,,,-0.004832509,,,0.840088725,,0.838140428,,,0.775391877,,0.846941471,,,,0.859140456,,,0.797639906,,0.817197502,,,0.906178474,,0.832502663,,,,0.846467078,,,0.185426652,,0.208884388,,,0.330911636,,0.287988096,,,,0.420911133,,,5.832188606,,6.696444035,,,6.518745899,,6.167706966,,,,6.191859722,,,10.30151081,,10.37195969,,,10.3421526,,10.35473633,,,,10.26684761,,,0.886789143,,0.858300388,,,0.862838507,,0.883180499,,,,0.916029036,
